return,volatility
0.044774306119289654,0.06311234348924144
0.048785254191252875,0.06316632758767896
0.0527962022632161,0.06332800377040078
0.05680715033517932,0.06359655071302037
0.06081809840714254,0.06397062250801999
0.06482904647910576,0.06444838171710264
0.06883999455106898,0.06502754299727996
0.07285094262303221,0.06570542497383887
0.07686189069499544,0.06647900777044133
0.08087283876695865,0.06734499356085777
0.08488378683892187,0.06829986765508037
0.08889473491088509,0.06933995793271708
0.09290568298284832,0.07046149083677128
0.09691663105481155,0.07166064258845141
0.10092757912677477,0.07293358473199506
0.10493852719873799,0.07427652353165419
0.1089494752707012,0.07568573309718024
0.11296042334266443,0.07715758239723937
0.11697137141462766,0.07868855652975161
0.12098231948659088,0.0802752727588327
0.12499326755855408,0.08191449190890468
0.1290042156305173,0.08360312573883218
0.13301516370248054,0.08533824091421102
0.13702611177444377,0.0871170601649344
0.141037059846407,0.08893696116716392
0.14504800791837022,0.09079547363133475
0.14905895599033342,0.09269027501656864
0.15306990406229665,0.09461918523098686
0.15708085213425987,0.09658016061968645
0.1610918002062231,0.09857128748927353
0.16510274827818633,0.10059077537071447
0.16911369635014953,0.10263695018116047
0.17312464442211276,0.10470824741021328
0.17713559249407598,0.106803205426461
0.1811465405660392,0.10892045897550724
0.1851574886380024,0.11105873292057418
0.18916843670996564,0.11321683626047697
0.19317938478192886,0.11539365644679017
0.1971903328538921,0.11758815401182192
0.20120128092585532,0.11979935751111534
0.20521222899781852,0.12202635877819212
0.20922317706978175,0.12426830848479446
0.21323412514174497,0.1265244119966577
0.2172450732137082,0.1287939255126105
0.22125602128567143,0.13107615247334536
0.22526696935763466,0.13337044022534925
0.22927791742959786,0.13567617692510056
0.23328886550156108,0.13799278866860717
0.2372998135735243,0.14031973683158938
0.24131076164548754,0.14265651560603207
0.24532170971745076,0.14500264971938143
0.24933265778941396,0.1473576923233025
0.2533436058613772,0.14972122303960958
0.25735455393334045,0.15209284615169744
0.2613655020053037,0.15447218893053608
0.2653764500772669,0.156858900085008
0.26938739814923013,0.159252648327071
0.2733983462211933,0.16165312104290755
0.2774092942931565,0.16406002306186618
0.28142024236511975,0.1664730755156134
0.285431190437083,0.16889201478049268
0.2894421385090462,0.17131659149662404
0.29345308658100944,0.17374656965778656
0.29746403465297266,0.17618172576659294
0.3014749827249359,0.17862184804990058
0.3054859307968991,0.18106673572980925
0.30949687886886235,0.18351619834596422
0.3135078269408256,0.1859700551252325
0.3175187750127888,0.1884281343951285
0.32152972308475203,0.19089027303766742
