,return,volatility,sharpe,gross_exposure
U-MVP,0.044774306119289654,0.06311234348924144,0.23409534969665932,3.490846886464171
L-MVP,0.013495899082723885,0.08435312444628529,-0.1956548856442853,1.0000000000000002
U-TP,0.6810125098220592,0.418943471515112,1.5539387866999521,12.595695797954924
L-TP,0.15745941815250658,0.14138948807211024,0.9014773296831009,1.0
